Title,Abstract,URLs,Protocols
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body chlorophyll-a 1980/2018 v2021,"Moving 6-year analysis of Water body chlorophyll-a in the Baltic Sea. Four seasons (March-May, June-August, September-November, December-February). Every year of the time dimension corresponds to a 6-year centred average. Periods span between 1980-1985 and 2013-2018. Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.

Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. Description of DIVA analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. GEBCO Grid (30 arc-seconds) topography is used for the contouring preparation. Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. In the analyses the Correlation length in the horizontal direction were fixed to 80 km and in the vertical direction to 25 m. Signal to noise ratio were fixed to 1.0. Background fields were created using data for the given time period and season. Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. Unit is mg/m3.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/66DCF80F-383C-4C70-842A-80EEAD8BD293; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_chlorophyll-a.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_chlorophyll-a.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body dissolved inorganic nitrogen (DIN) 1980/2018 v2021,"Moving 6-year analysis of Water body dissolved inorganic nitrogen (DIN) in the Baltic Sea. Four seasons (March-May, June-August, September-November, December-February). Every year of the time dimension corresponds to a 6-year centred average. Periods span between 1980-1985 and 2013-2018. Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.

Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. Description of DIVA analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. GEBCO Grid (30 arc-seconds) topography is used for the contouring preparation. Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. In the analyses the Correlation length in the horizontal direction were fixed to 80 km and in the vertical direction to 25 m. Signal to noise ratio were fixed to 1.0. Background fields were created using data for the given time period and season. Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/62BA9D08-2AD6-4742-8FA6-FDBB25585E5C; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_inorganic_nitrogen.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_inorganic_nitrogen.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body dissolved inorganic nitrogen 1975/2021 v2023,"Running 6-year analysis of Water body dissolved inorganic nitrogen in the Baltic Sea. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Every year of the time dimension corresponds to a 6-year centred average. 
    Periods span between 1975-2021. 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. 
    Description of DIVA analysis: Geostatistical data analysis by DIVAnd (Data-Interpolating Variational Analysis in n dimensions) tool. 
    GEBCO_08 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 80 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio is fixed to 1.0. 
    Background fields were created using data for the given time period and season. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/3c0c6ebf-0942-4190-a9f6-0478e35dce07; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_inorganic_nitrogen.4Danl.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_inorganic_nitrogen.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body dissolved oxygen concentration 1960/2021 v2023,"Running 6-year analysis of Water body dissolved oxygen concentration in the Baltic Sea. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Every year of the time dimension corresponds to a 6-year centred average. 
    Periods span between 1960-2021. 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. 
    Description of DIVA analysis: Geostatistical data analysis by DIVAnd (Data-Interpolating Variational Analysis in n dimensions) tool. 
    GEBCO_08 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 80 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio is fixed to 1.0. 
    Background fields were created using data for the given time period and season. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/7b0764f4-aa3b-4a5f-8847-7345f37d7ecc; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_oxygen_concentration.4Danl.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_oxygen_concentration.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body dissolved oxygen concentration 1980/2018 v2021,"Moving 6-year analysis of Water body dissolved oxygen concentration in the Baltic Sea. Four seasons (March-May, June-August, September-November, December-February). Every year of the time dimension corresponds to a 6-year centred average. Periods span between 1980-1985 and 2013-2018. Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.

Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. Description of DIVA analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. GEBCO Grid (30 arc-seconds) topography is used for the contouring preparation. Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. In the analyses the Correlation length in the horizontal direction were fixed to 80 km and in the vertical direction to 25 m. Signal to noise ratio were fixed to 1.0. Background fields were created using data for the given time period and season. Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/B5BB9EA1-4BDA-48A1-92B6-03645AC12FAE; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_oxygen_concentration.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_dissolved_oxygen_concentration.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body phosphate 1975/2021 v2023,"Running 6-year analysis of Water body phosphate in the Baltic Sea. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Every year of the time dimension corresponds to a 6-year centred average. 
    Periods span between 1975-2021. 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. 
    Description of DIVA analysis: Geostatistical data analysis by DIVAnd (Data-Interpolating Variational Analysis in n dimensions) tool. 
    GEBCO_08 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 80 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio is fixed to 1.0. 
    Background fields were created using data for the given time period and season. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/a7fe7c1a-473f-4082-8ef6-a07622e02445; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_phosphate.4Danl.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_phosphate.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body phosphate 1980/2018 v2021,"Moving 6-year analysis of Water body phosphate in the Baltic Sea. Four seasons (March-May, June-August, September-November, December-February). Every year of the time dimension corresponds to a 6-year centred average. Periods span between 1980-1985 and 2013-2018. Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.

Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. Description of DIVA analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. GEBCO Grid (30 arc-seconds) topography is used for the contouring preparation. Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. In the analyses the Correlation length in the horizontal direction were fixed to 80 km and in the vertical direction to 25 m. Signal to noise ratio were fixed to 1.0. Background fields were created using data for the given time period and season. Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/E5BFC6FD-F287-4E1D-81AE-6AF0EA3F1EEF; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_phosphate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_phosphate.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body silicate 1965/2021 v2023,"Running 6-year analysis of Water body silicate in the Baltic Sea. 
    Four seasons (March-May, June-August, September-November, December-February). 
    Every year of the time dimension corresponds to a 6-year centred average. 
    Periods span between 1965-2021. 
    Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.
    
    Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. 
    Description of DIVA analysis: Geostatistical data analysis by DIVAnd (Data-Interpolating Variational Analysis in n dimensions) tool. 
    GEBCO_08 Grid (30 arc-seconds) topography is used for the contouring preparation. 
    Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. 
    Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. 
    In the analyses the horizontal correlation length is fixed to 80 km and decreasing towards the coastline, 
    the vertical correlation length is varying with depth.
    Signal to noise ratio is fixed to 1.0. 
    Background fields were created using data for the given time period and season. 
    Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. 
    Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.13120/0bb1dcd8-f643-401a-ba58-46463969d2a3; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_silicate.4Danl.nc.html; 
http://ec.oceanbrowser.net/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_silicate.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - DIVAnd 6-year seasonal analysis of Water body silicate 1980/2018 v2021,"Moving 6-year analysis of Water body silicate in the Baltic Sea. Four seasons (March-May, June-August, September-November, December-February). Every year of the time dimension corresponds to a 6-year centred average. Periods span between 1980-1985 and 2013-2018. Analyses for depths (m) (HELCOM standard depths): 0, 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 125, 150, 175, 200, 225, 250, 275, 300.

Data Sources: observational data from SeaDataNet/EMODnet Chemistry Data Network. Description of DIVA analysis: Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. GEBCO Grid (30 arc-seconds) topography is used for the contouring preparation. Files contain analysed fields, error fields and combined field with the deepest value for each grid point selected. Also pre-masked fields using relative error threshold 0.3 and 0.5 are included. In the analyses the Correlation length in the horizontal direction were fixed to 80 km and in the vertical direction to 25 m. Signal to noise ratio were fixed to 1.0. Background fields were created using data for the given time period and season. Log transformation was used in the analyses. No detrending, advection constraints or weighting are applied. Unit is umol/l.","http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
http://ec.oceanbrowser.net/emodnet/Python/web/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0; 
https://emodnet.ec.europa.eu/geoviewer/; 
https://doi.org/10.6092/C237ECE0-998E-463B-85D9-EBE8B5B008BB; 
http://opendap.oceanbrowser.net/thredds/dodsC/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_silicate.4Danl.nc.html; 
http://opendap.oceanbrowser.net/thredds/fileServer/data/emodnet-domains/By_sea_regions/Baltic_Sea/Water_body_silicate.4Danl.nc","OGC:WMS; 
OGC:WMS; 
WWW:LINK; 
DOI; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Eutrophication and Acidity aggregated datasets 1902/2017 v2018,"EMODnet Chemistry aims to provide access to marine chemistry data sets and derived data products concerning eutrophication, acidity and contaminants. The chemicals chosen reflect importance to the Marine Strategy Framework Directive (MSFD). ITS-90 water temperature and Water body salinity variables have been also included (as-is) to complete the Eutrophication and Acidity data. This aggregated dataset contains all unrestricted EMODnet Chemistry data on Eutrophication and Acidity (12 parameters with quality flag indicators), and covers the Baltic Sea with 187597 CDI stations. Data were aggregated and quality controlled by ""Swedish Meteorological and Hydrological Institute (SMHI)"" from Sweden.

Regional datasets concerning eutrophication and acidity are automatically harvested and resulting collections are aggregated and quality controlled using ODV Software and following a common methodology for all Sea Regions ( https://doi.org/10.6092/9f75ad8a-ca32-4a72-bf69-167119b2cc12). When not present in original data, Water body nitrate plus nitrite was calculated by summing up the Nitrates and Nitrites. Same procedure was applied for Water body dissolved inorganic nitrogen (DIN) which was calculated by summing up the Nitrates, Nitrites and Ammonium.

Parameter names are based on P35, EMODnet Chemistry aggregated parameter names vocabulary, which is available at: https://www.bodc.ac.uk/resources/vocabularies/vocabulary_search/P35/

Detailed documentation is available at: https://doi.org/10.6092/ec8207ef-ed81-4ee5-bf48-e26ff16bf02e

The aggregated dataset can be downloaded as ODV worksheet, which is composed of metadata header followed by tab separated values. This worksheet can be imported to ODV Software for visualisation (More information can be found at: https://www.seadatanet.org/Software/ODV )

The original datasets can be searched and downloaded from EMODnet Chemistry Download Service: https://emodnet-chemistry.maris.nl/search","https://dx.doi.org/10.6092/595d233c-3f8c-4497-8bd2-52725ceff96b; 
https://nodc.ogs.it/repository/aggregated-datasets/eutrophication/EMD_Eutrophication_Baltic_2018_unrestricted.zip","DOI; 
WWW:DOWNLOAD-1.0-link--download"
Baltic Sea - Eutrophication and Acidity aggregated datasets 1902/2020 v2021,"EMODnet Chemistry aims to provide access to marine chemistry data sets and derived data products concerning eutrophication, acidity and contaminants. The chemicals chosen reflect importance to the Marine Strategy Framework Directive (MSFD). ITS-90 water temperature and Water body salinity variables have been also included (as-is) to complete the Eutrophication and Acidity data. This aggregated dataset contains all unrestricted EMODnet Chemistry data on Eutrophication and Acidity (14 parameters with quality flag indicators), and covers the Baltic Sea with 175834 CDI stations (175778 Vertical profiles and 56 Time series). Vertical profiles temporal range is from 1902-08-05 to 2020-10-10. Time series temporal range is from 2010-01-12 to 2016-02-10. Data were aggregated and quality controlled by ""Swedish Meteorological and Hydrological Institute (SMHI)"" from Sweden.

Regional datasets concerning eutrophication and acidity are automatically harvested and resulting collections are aggregated and quality controlled using ODV Software and following a common methodology for all Sea Regions ( https://doi.org/10.6092/9f75ad8a-ca32-4a72-bf69-167119b2cc12). When not present in original data, Water body nitrate plus nitrite was calculated by summing up the Nitrates and Nitrites. Same procedure was applied for Water body dissolved inorganic nitrogen (DIN) which was calculated by summing up the Nitrates, Nitrites and Ammonium.

Parameter names are based on P35, EMODnet Chemistry aggregated parameter names vocabulary, which is available at: https://www.bodc.ac.uk/resources/vocabularies/vocabulary_search/P35/

Detailed documentation is available at: https://dx.doi.org/10.6092/4e85717a-a2c9-454d-ba0d-30b89f742713

Explore and extract data at: https://emodnet-chemistry.webodv.awi.de/eutrophication%3EBaltic

The aggregated dataset can also be downloaded as ODV collection and spreadsheet, which is composed of metadata header followed by tab separated values. This spreadsheet can be imported to ODV Software for visualisation (More information can be found at: https://www.seadatanet.org/Software/ODV )

The original datasets can be searched and downloaded from EMODnet Chemistry Chemistry CDI Data and Discovery Access Service: https://emodnet-chemistry.maris.nl/search","https://doi.org/10.6092/w67j-4p80; 
https://nodc.ogs.it/repository/aggregated-datasets/eutrophication/EMD_Eutrophication_Baltic_2021_unrestricted.zip; 
https://emodnet-chemistry.webodv.awi.de/","DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:LINK"
Baltic Sea - Eutrophication and Acidity aggregated datasets 1902/2022 v2022,"EMODnet Chemistry aims to provide access to marine chemistry datasets and derived data products concerning eutrophication, acidity and contaminants. The importance of the selected substances and other parameters relates to the Marine Strategy Framework Directive (MSFD). This aggregated dataset contains all unrestricted EMODnet Chemistry data on eutrophication and acidity, and covers the Baltic Sea. Data were aggregated and quality controlled by ""Swedish Meteorological and Hydrological Institute (SMHI)"" in Sweden.
ITS-90 water temperature and water body salinity variables have also been included ('as are') to complete the eutrophication and acidity data. If you use these variables for calculations, please refer to SeaDataNet for the quality flags: https://www.seadatanet.org/Products/Aggregated-datasets.
Regional datasets concerning eutrophication and acidity are automatically harvested, and the resulting collections are aggregated and quality controlled using ODV Software and following a common methodology for all sea regions ( https://doi.org/10.13120/8xm0-5m67). Parameter names are based on P35 vocabulary, which relates to EMODnet Chemistry aggregated parameter names and is available at: https://vocab.nerc.ac.uk/search_nvs/P35/.
When not present in original data, water body nitrate plus nitrite was calculated by summing all nitrate and nitrite parameters. The same procedure was applied for water body dissolved inorganic nitrogen (DIN), which was calculated by summing all nitrate, nitrite, and ammonium parameters. Concentrations per unit mass were converted to a unit volume using a constant density of 1.25 kg/L.
The aggregated dataset can also be downloaded as an ODV collection and spreadsheet, which is composed of a metadata header followed by tab separated values. This spreadsheet can be imported to ODV Software for visualisation (more information can be found at: https://www.seadatanet.org/Software/ODV).","https://doi.org/10.13120/0abf2a03-f1a9-4f68-be9e-b87504f537c1; 
https://nodc.ogs.it/repository/aggregated-datasets/eutrophication/EMD_Eutrophication_Baltic_2022_unrestricted.zip; 
https://emodnet-chemistry.webodv.awi.de/; 
https://doi.org/10.13120/8xm0-5m67","DOI; 
WWW:DOWNLOAD-1.0-link--download; 
WWW:LINK-1.0-http--link"
Baltic Sea - Eutrophication and Acidity aggregated datasets 1902/2022 v2023,"EMODnet Chemistry aims to provide access to marine chemistry datasets and derived data products concerning eutrophication, acidity and contaminants. The importance of the selected substances and other parameters relates to the Marine Strategy Framework Directive (MSFD). This aggregated dataset contains all unrestricted EMODnet Chemistry data on eutrophication and acidity, and covers the Baltic Sea. Data were aggregated and quality controlled by ""Swedish Meteorological and Hydrological Institute (SMHI)"" in Sweden.
ITS-90 water temperature and water body salinity variables have also been included ('as are') to complete the eutrophication and acidity data. If you use these variables for calculations, please refer to SeaDataNet for the quality flags: https://www.seadatanet.org/Products/Aggregated-datasets.
Regional datasets concerning eutrophication and acidity are automatically harvested, and the resulting collections are aggregated and quality controlled using ODV Software and following a common methodology for all sea regions ( https://doi.org/10.13120/8xm0-5m67). Parameter names are based on P35 vocabulary, which relates to EMODnet Chemistry aggregated parameter names and is available at: https://vocab.nerc.ac.uk/search_nvs/P35/.
When not present in original data, water body nitrate plus nitrite was calculated by summing all nitrate and nitrite parameters. The same procedure was applied for water body dissolved inorganic nitrogen (DIN), which was calculated by summing all nitrate, nitrite, and ammonium parameters. Concentrations per unit mass were converted to a unit volume using a constant density of 1.25 kg/L.
The aggregated dataset can also be downloaded as an ODV collection and spreadsheet, which is composed of a metadata header followed by tab separated values. This spreadsheet can be imported to ODV Software for visualisation (more information can be found at: https://www.seadatanet.org/Software/ODV).","https://nodc.ogs.it/repository/aggregated-datasets/eutrophication/EMD_Eutrophication_Baltic_2023_unrestricted.zip; 
https://emodnet-chemistry.webodv.awi.de/; 
https://doi.org/10.13120/8xm0-5m67; 
https://doi.org/10.13120/a54e0103-137a-4237-8857-005c4f48358e","WWW:DOWNLOAD-1.0-link--download; 
WWW:LINK; 
WWW:LINK-1.0-http--link; 
DOI"
Baltic Sea - Eutrophication and Acidity aggregated datasets 1902/2022 v2024,"EMODnet Chemistry aims to provide access to marine chemistry datasets and derived data products concerning eutrophication, acidity and contaminants. The importance of the selected substances and other parameters relates to the Marine Strategy Framework Directive (MSFD). This aggregated dataset contains all unrestricted EMODnet Chemistry data on eutrophication and acidity, and covers the Baltic Sea. Data were aggregated and quality controlled by ""Swedish Meteorological and Hydrological Institute (SMHI)"" in Sweden.
ITS-90 water temperature and water body salinity variables have also been included ('as are') to complete the eutrophication and acidity data. If you use these variables for calculations, please refer to SeaDataNet for the quality flags: https://www.seadatanet.org/Products/Aggregated-datasets .
Regional datasets concerning eutrophication and acidity are automatically harvested, and the resulting collections are aggregated and quality controlled using ODV Software and following a common methodology for all sea regions ( https://doi.org/10.13120/8xm0-5m67 ). Parameter names are based on P35 vocabulary, which relates to EMODnet Chemistry aggregated parameter names and is available at: https://vocab.nerc.ac.uk/search_nvs/P35/ .
When not present in original data, water body nitrate plus nitrite was calculated by summing all nitrate and nitrite parameters. The same procedure was applied for water body dissolved inorganic nitrogen (DIN), which was calculated by summing all nitrate, nitrite, and ammonium parameters. Concentrations per unit mass were converted to a unit volume using a constant density of 1.25 kg/L.
The aggregated dataset can also be downloaded as an ODV collection and spreadsheet, which is composed of a metadata header followed by tab separated values. This spreadsheet can be imported to ODV Software for visualisation (more information can be found at: https://www.seadatanet.org/Software/ODV ).","https://nodc.ogs.it/repository/aggregated-datasets/eutrophication/EMD_Eutrophication_Baltic_2024_unrestricted.zip; 
https://emodnet-chemistry.webodv.awi.de/; 
https://doi.org/10.13120/8xm0-5m67; 
https://doi.org/10.13120/fddf7d69-3787-4c7f-a8b9-c2eef2b7624b; 
https://erddap.emodnet-chemistry.eu/erddap/index.html","WWW:DOWNLOAD-1.0-link--download; 
WWW:LINK; 
WWW:LINK-1.0-http--link; 
DOI; 
WWW:LINK"
